ma_cd,bat_dau,ket_thuc,tram_muon,tram_tra,ma_kh,loai_xe,quang_duong_km,danh_gia
CD00244,25/03/2025 11:28,25/03/2025 11:51,DN02,DN04,KH0401,Xe đạp điện  ,5.7,Rất hài lòng
CD00245,25/03/2025 14:26,25/03/2025 14:39,DN03,DN04,,Xe đạp,2.2,Hài lòng
CD00246,25/03/2025 16:47,25/03/2025 17:10,DN04,DN01,KH0464,Xe đạp,4.2,Hài lòng
CD00247,25/03/2025 17:05,25/03/2025 17:28,HA01,HA02,KH0514,Xe đạp điện,6.0,Rất hài lòng
CD00248,25/03/2025 17:43,25/03/2025 18:02,HA01,HA02,KH0250,Xe đạp điện,5.0,Hài lòng
CD00249,25/03/2025 18:53,25/03/2025 19:26,DN02,DN01,KH0150,Xe đạp điện,9.5,Hài lòng
CD00250,25/03/2025 19:01,25/03/2025 19:14,DN03,DN02,KH0253,Xe đạp điện,3.4,
CD00251,25/03/2025 20:44,25/03/2025 21:02,HA01,HA01,KH0090,Xe đạp,4.3,Bình thường
CD00252,26/03/2025 07:09,26/03/2025 07:16,DN03,DN04,,Xe đạp điện,2.5,
CD00253,26/03/2025 11:09,26/03/2025 11:37,DN02,DN01,,Xe đạp điện,6.8,Hài lòng
CD00254,26/03/2025 13:03,26/03/2025 13:27,DN03,DN02,KH0061,Xe đạp điện,9.3,Hài lòng
CD00255,26/03/2025 13:54,26/03/2025 14:23,DN03,DN04,KH0233,Xe đạp điện,9.5,Rất hài lòng
CD00256,26/03/2025 16:04,,HA01,HA01,KH0071,Xe đạp điện,7.2,Rất hài lòng
CD00257,27/03/2025 08:17,27/03/2025 08:33,HA02,HA01,KH0453,Xe đạp,3.6,Hài lòng
CD00258,27/03/2025 11:41,27/03/2025 11:54,HA01,HA01,KH0081,Xe đạp điện,4.2,Hài lòng
CD00259,27/03/2025 11:59,27/03/2025 14:19,HA01,HA01,,Xe máy điện,56.2,Rất hài lòng
CD00260,27/03/2025 12:10,27/03/2025 12:33,DN01,DN03,KH0020,Xe đạp điện,8.7,Rất hài lòng
CD00261,27/03/2025 13:36,27/03/2025 13:53,DN02,DN01,,Xe đạp điện,4.7,Bình thường
CD00262,27/03/2025 14:39,27/03/2025 15:08,HA01,HA01,KH0432,Xe đạp điện  ,5.0,Bình thường
CD00263,27/03/2025 16:19,27/03/2025 16:43,HA01,HA01,,Xe đạp điện,6.7,Hài lòng
CD00264,27/03/2025 18:04,27/03/2025 19:12,DN02,DN01,KH0198,Xe đạp điện,19.2,Hài lòng
CD00265,27/03/2025 18:30,27/03/2025 18:41,HA01,HA02,,Xe đạp điện,3.0,Bình thường
CD00266,28/03/2025 06:07,28/03/2025 07:06,DN04,DN04,,Xe máy điện,19.3,Hài lòng
CD00267,28/03/2025 06:23,28/03/2025 07:04,DN04,DN01,,Xe đạp điện,9.5,Hài lòng
CD00268,28/03/2025 08:36,28/03/2025 08:51,HA01,HA02,,xe đạp,,Hài lòng
CD00269,28/03/2025 11:07,28/03/2025 11:23,DN01,DN04,KH0393,Xe đạp,1.7,Hài lòng
CD00270,28/03/2025 13:46,28/03/2025 13:54,DN01,DN04,,Xe đạp,1.8,Hài lòng
CD00271,28/03/2025 14:08,28/03/2025 14:27,HA02,HA02,KH0525,Xe đạp,3.8,Bình thường
CD00272,28/03/2025 14:14,28/03/2025 14:42,HA01,HA02,,Xe đạp điện,8.0,Rất hài lòng
CD00273,28/03/2025 14:32,28/03/2025 14:55,DN03,DN02,KH0461,Xe đạp điện  ,5.9,Hài lòng
CD00274,28/03/2025 16:13,28/03/2025 16:32,DN01,DN01,KH0447,Xe dap,3.3,Không hài lòng
CD00275,28/03/2025 17:08,28/03/2025 17:25,DN02,DN01,KH0355,Xe đạp điện,5.7,
CD00276,28/03/2025 18:34,28/03/2025 19:19,DN03,DN02,KH0039,Xe máy điện,19.5,Không hài lòng
CD00277,29/03/2025 06:03,29/03/2025 06:26,DN03,DN02,KH0020,Xe đạp điện,4.8,Hài lòng
CD00278,29/03/2025 07:04,29/03/2025 07:48,DN02,DN01,,Xe máy điện,19.1,
CD00279,29/03/2025 09:34,29/03/2025 09:53,DN03,DN01,,Xe đạp điện,4.4,Hài lòng
CD00280,29/03/2025 14:10,29/03/2025 14:26,DN02,DN04,KH0065,Xe đạp điện,4.3,Rất hài lòng
CD00281,29/03/2025 16:15,29/03/2025 17:08,HA02,HA02,KH0290,Xe máy điện,24.3,Hài lòng
CD00282,29/03/2025 16:56,29/03/2025 17:04,DN04,DN04,KH0322,xe đạp,1.3,Bình thường
CD00283,29/03/2025 17:01,29/03/2025 17:24,HA02,HA02,KH0096,Xe đạp,4.0,
CD00284,29/03/2025 17:11,29/03/2025 17:21,DN03,DN02,,Xe đạp,2.1,Bình thường
CD00285,29/03/2025 17:35,29/03/2025 17:48,HA01,HA01,,Xe đạp,2.2,Rất hài lòng
CD00286,29/03/2025 17:40,29/03/2025 17:56,HA01,HA01,KH0151,XE ĐẠP,4.2,Rất hài lòng
CD00287,29/03/2025 17:59,29/03/2025 18:16,HA02,HA01,KH0399,Xe đạp điện,4.6,Bình thường
CD00288,29/03/2025 21:07,29/03/2025 21:50,DN07,DN04,KH0145,Xe đạp điện,8.1,
CD00288,29/03/2025 21:07,29/03/2025 21:50,DN07,DN04,KH0145,Xe đạp điện,8.1,
CD00289,29/03/2025 21:35,29/03/2025 21:47,DN04,DN01,KH0334,Xe đạp,2.3,Bình thường
CD00290,29/03/2025 21:45,29/03/2025 22:05,HA02,HA01,,Xe đạp điện,5.8,Bình thường
CD00291,30/03/2025 05:26,30/03/2025 05:42,DN02,DN03,KH0481,Xe máy điện,7.8,Hài lòng
CD00292,30/03/2025 06:10,30/03/2025 06:31,DN03,DN02,KH0497,Xe đạp điện,6.0,Rất hài lòng
CD00293,30/03/2025 06:41,30/03/2025 06:50,DN02,DN03,KH0448,XE ĐẠP,1.6,Hài lòng
CD00294,30/03/2025 07:32,30/03/2025 08:29,DN02,DN02,KH0155,Xe đạp điện,11.9,Hài lòng
CD00295,30/03/2025 08:02,30/03/2025 08:31,DN04,DN02,,XE ĐẠP,6.8,Không hài lòng
CD00296,30/03/2025 10:01,30/03/2025 10:43,HA01,HA02,KH0216,Xe đạp điện,14.0,Rất hài lòng
CD00297,30/03/2025 11:25,30/03/2025 11:31,DN01,DN02,KH0466,Xe đạp,1.0,Hài lòng
CD00298,30/03/2025 13:02,30/03/2025 13:30,DN02,DN02,KH0257,Xe đạp điện,9.9,
CD00299,30/03/2025 13:56,30/03/2025 14:29,DN07,DN02,KH0540,xe đạp điện,9.3,Hài lòng
CD00300,30/03/2025 14:06,30/03/2025 14:30,DN02,DN02,,xe đạp điện,5.5,Hài lòng
CD00301,30/03/2025 15:48,30/03/2025 16:01,DN04,DN01,,Xe đạp điện  ,3.3,Rất hài lòng
CD00302,30/03/2025 16:25,30/03/2025 16:48,DN02,DN03,KH0021,Xe đạp,4.2,
CD00303,30/03/2025 16:56,30/03/2025 17:25,DN04,DN02,,Xe máy điện,13.2,
CD00304,30/03/2025 17:07,30/03/2025 17:46,DN01,DN03,KH0436,Xe máy điện,17.3,
CD00305,30/03/2025 17:26,30/03/2025 17:49,HA02,HA01,KH0422,Xe đạp điện,4.3,Hài lòng
CD00306,30/03/2025 17:29,30/03/2025 17:50,DN03,DN03,,Xe đạp,3.5,Bình thường
CD00307,30/03/2025 18:17,30/03/2025 18:40,DN02,DN03,KH0132,Xe đạp điện,8.1,Bình thường
CD00308,30/03/2025 18:40,30/03/2025 18:53,DN01,DN03,KH0331,Xe đạp,2.7,Bình thường
CD00309,30/03/2025 19:10,30/03/2025 19:18,DN01,DN04,,Xe đạp,1.3,Bình thường
CD00310,31/03/2025 07:21,31/03/2025 07:40,DN01,DN02,,Xe đạp điện,6.7,Rất hài lòng
CD00311,31/03/2025 07:28,31/03/2025 07:47,HA02,HA01,KH0469,Xe dap dien,4.9,Hài lòng
CD00312,31/03/2025 07:58,31/03/2025 08:33,HA02,HA02,KH0145,Xe đạp điện,7.6,Hài lòng
CD00313,31/03/2025 10:04,31/03/2025 10:15,DN02,DN03,KH0099,Xe đạp,1.8,
CD00314,31/03/2025 16:04,31/03/2025 16:25,DN01,DN04,,Xe đạp điện,6.4,Bình thường
CD00315,31/03/2025 16:08,31/03/2025 16:28,HA01,HA01,,Xe đạp,4.9,
CD00316,31/03/2025 16:34,31/03/2025 16:48,DN03,DN03,,Xe dap dien,2.9,
CD00317,31/03/2025 16:52,31/03/2025 17:17,HA02,HA02,,Xe đạp điện,7.3,Bình thường
CD00318,31/03/2025 17:17,31/03/2025 17:34,DN02,DN04,KH0160,Xe đạp điện,6.0,Hài lòng
CD00319,31/03/2025 19:44,31/03/2025 19:55,DN04,DN01,,Xe đạp,2.3,Bình thường
CD00320,31/03/2025 21:56,31/03/2025 22:28,DN03,DN04,,Xe đạp,6.4,Hài lòng
CD00321,31/03/2025 22:17,31/03/2025 22:40,DN02,DN03,KH0416,Xe đạp,4.1,Hài lòng
CD00322,31/03/2025 22:20,31/03/2025 22:55,HA01,HA01,KH0085,Xe dap dien,10.1,Rất hài lòng
CD00323,01/04/2025 05:10,01/04/2025 05:35,HA02,HA01,KH0258,Xe đạp điện,5.3,Rất hài lòng
CD00324,01/04/2025 07:51,01/04/2025 08:17,DN02,DN02,KH0131,Xe đạp điện,7.9,Bình thường
CD00325,01/04/2025 08:21,01/04/2025 08:46,HA02,HA01,KH0359,Xe đạp điện  ,,
CD00326,01/04/2025 13:43,01/04/2025 14:05,DN01,DN03,KH0121,Xe máy điện,8.9,Bình thường
CD00327,01/04/2025 13:51,01/04/2025 14:02,DN03,DN04,,Xe đạp điện,2.5,Hài lòng
CD00328,01/04/2025 19:31,01/04/2025 20:42,HA01,HA02,KH0357, Xe máy điện,31.4,Hài lòng
CD00329,01/04/2025 20:00,01/04/2025 20:24,DN01,DN03,KH0183,Xe đạp điện,7.3,Bình thường
CD00330,02/04/2025 05:05,02/04/2025 05:19,DN01,DN04,,Xe đạp,3.2,Rất hài lòng
CD00331,02/04/2025 06:01,02/04/2025 06:16,DN02,DN02,KH0358,Xe đạp,3.4,Hài lòng
CD00332,02/04/2025 06:31,02/04/2025 06:48,DN04,DN01,KH0485,Xe dap dien,4.1,Rất hài lòng
CD00333,02/04/2025 06:54,02/04/2025 07:13,HA01,HA01,,XE MÁY ĐIỆN,6.8,Rất hài lòng
CD00334,02/04/2025 10:59,02/04/2025 11:12,DN01,DN03,KH0395,Xe đạp,3.1,
CD00335,02/04/2025 12:12,02/04/2025 12:17,DN01,DN03,KH0191,Xe đạp,1.3,Bình thường
CD00336,02/04/2025 13:12,02/04/2025 13:24,DN01,DN01,KH0255,Xe đạp,2.1,Hài lòng
CD00337,02/04/2025 18:02,02/04/2025 18:08,DN04,DN02,KH0246,Xe đạp,1.1,Bình thường
CD00338,02/04/2025 19:52,02/04/2025 21:41,DN01,DN02,KH0119,Xe máy điện,40.9,Không hài lòng
CD00339,02/04/2025 20:08,02/04/2025 20:59,DN01,DN02,,Xe đạp điện,12.2,Hài lòng
CD00340,02/04/2025 21:17,02/04/2025 21:52,DN03,DN02,KH0190,Xe đạp,6.5,Bình thường
CD00341,03/04/2025 05:15,03/04/2025 05:51,DN01,DN02,KH0221,Xe đạp điện  ,9.5,Hài lòng
CD00342,03/04/2025 06:11,03/04/2025 06:23,DN07,DN04,,Xe đạp,2.3,Bình thường
CD00343,03/04/2025 06:18,03/04/2025 06:31,DN01,DN01,,Xe đạp,2.0,Bình thường
CD00344,03/04/2025 06:56,03/04/2025 07:47,DN04,DN01,,Xe máy điện,18.0,Rất hài lòng
CD00345,03/04/2025 08:17,03/04/2025 08:32,DN01,DN02,KH0086,Xe đạp điện,5.1,Hài lòng
CD00346,03/04/2025 12:13,03/04/2025 12:41,HA01,HA01,KH0382,Xe đạp,3.1,Hài lòng
CD00347,03/04/2025 15:37,03/04/2025 16:14,HA02,HA01,KH0367,Xe đạp,7.1,Bình thường
CD00348,03/04/2025 15:43,03/04/2025 16:03,DN01,DN03,KH0389,Xe đạp,3.7,Bình thường
CD00349,03/04/2025 16:02,03/04/2025 16:18,DN03,DN02,,Xe đạp điện,4.5,Rất hài lòng
CD00350,03/04/2025 16:36,03/04/2025 16:54,DN04,DN01,KH0365,Xe đạp điện,6.0,Hài lòng
CD00351,03/04/2025 16:39,03/04/2025 16:57,DN02,DN04,KH0362,Xe đạp điện,5.0,
CD00352,03/04/2025 17:28,03/04/2025 18:18,DN02,DN02,KH0157,Xe máy điện,18.3,Bình thường
CD00353,03/04/2025 19:27,03/04/2025 20:20,DN01,DN02,KH0552,Xe đạp điện,17.7,Hài lòng
CD00354,03/04/2025 19:48,03/04/2025 20:06,DN02,DN04,,Xe đạp,2.7,
CD00355,03/04/2025 19:51,03/04/2025 20:35,HA01,HA01,,Xe đạp điện,10.6,Bình thường
CD00356,04/04/2025 05:01,04/04/2025 05:09,DN02,DN01,KH0326,Xe đạp,1.9,Bình thường
CD00357,04/04/2025 05:57,04/04/2025 06:24,DN02,DN02,,Xe máy điện,8.5,Rất hài lòng
CD00358,04/04/2025 06:03,04/04/2025 06:31,DN03,DN02,KH0381,Xe dap dien,9.0,Hài lòng
CD00359,04/04/2025 07:30,04/04/2025 08:04,HA02,HA02,KH0250,Xe đạp,8.7,Hài lòng
CD00360,04/04/2025 09:46,04/04/2025 09:57,DN02,DN04,,Xe đạp điện,2.2,
CD00361,04/04/2025 11:29,04/04/2025 11:38,DN02,DN03,,Xe đạp,1.4,Rất hài lòng
CD00362,04/04/2025 12:29,04/04/2025 12:45,HA01,HA02,KH0435,Xe đạp,2.9,
CD00363,04/04/2025 14:13,04/04/2025 15:00,DN03,DN04,KH0200,Xe đạp điện,15.0,Hài lòng
CD00364,04/04/2025 17:09,04/04/2025 17:44,HA01,HA02,KH0026,Xe đạp điện,8.7,Rất hài lòng
CD00365,04/04/2025 17:13,04/04/2025 17:28,DN01,DN02,,Xe đạp điện,2.9,
CD00366,04/04/2025 17:38,04/04/2025 17:43,DN01,DN02,,Xe đạp,1.0,Không hài lòng
CD00367,04/04/2025 17:48,04/04/2025 18:10,DN01,DN02,,xe đạp điện,7.4,Bình thường
CD00368,04/04/2025 18:46,04/04/2025 18:58,DN03,DN02,,Xe đạp,2.0,Hài lòng
CD00369,04/04/2025 19:32,04/04/2025 19:47,DN04,DN01,KH0044,XE ĐẠP ĐIỆN,4.5,Rất hài lòng
CD00370,05/04/2025 06:26,05/04/2025 06:44,DN04,DN02,KH0418,Xe đạp điện,5.2,Hài lòng
CD00371,05/04/2025 07:06,05/04/2025 07:22,DN01,DN02,,Xe đạp điện,4.8,
CD00372,05/04/2025 07:41,05/04/2025 07:53,DN01,DN03,KH0162,Xe đạp,1.8,Hài lòng
CD00373,05/04/2025 14:30,05/04/2025 14:55,DN04,DN04,KH0041,Xe đạp,5.6,
CD00374,05/04/2025 15:43,05/04/2025 16:19,HA02,HA02,KH0122,Xe máy điện,14.4,
CD00375,05/04/2025 16:41,05/04/2025 17:17,DN01,DN02,KH0150,Xe đạp điện,7.3,Bình thường
CD00376,05/04/2025 16:45,05/04/2025 17:04,HA01,HA01,,Xe đạp,2.1,Hài lòng
CD00377,05/04/2025 16:49,05/04/2025 17:37,HA01,HA01,KH0039,Xe máy điện,15.6,Rất hài lòng
CD00378,05/04/2025 17:04,05/04/2025 17:17,HA02,HA01,,Xe đạp,3.7,Rất hài lòng
CD00379,05/04/2025 17:23,05/04/2025 17:42,HA01,HA01,KH0494,XE ĐẠP ĐIỆN,5.2,
CD00380,05/04/2025 19:37,05/04/2025 19:55,HA02,HA01,KH0424,Xe đạp điện,4.2,
CD00381,05/04/2025 20:00,05/04/2025 20:17,DN02,DN01,KH0436,Xe đạp,3.3,
CD00382,05/04/2025 20:11,05/04/2025 20:38,DN03,DN04,KH0422,Xe đạp điện,7.3,Hài lòng
CD00383,05/04/2025 20:14,05/04/2025 20:50,DN03,DN02,KH0338,Xe đạp,8.5,Hài lòng
CD00384,05/04/2025 20:14,05/04/2025 20:39,HA01,HA01,KH0425,Xe máy điện,8.1,Rất hài lòng
CD00385,05/04/2025 20:18,05/04/2025 20:36,DN02,DN03,KH0153,Xe đạp,3.2,
CD00386,05/04/2025 20:35,05/04/2025 21:48,DN01,DN03,KH0278,Xe đạp điện,23.2,Hài lòng
CD00387,05/04/2025 20:45,05/04/2025 21:05,HA02,HA01,KH0368,Xe đạp điện,5.1,
CD00388,06/04/2025 05:42,06/04/2025 06:18,DN04,DN02,KH0405,Xe đạp điện,9.0,
CD00389,06/04/2025 06:00,06/04/2025 06:53,DN01,DN01,,Xe đạp điện,14.6,Rất hài lòng
CD00390,06/04/2025 07:35,06/04/2025 07:59,HA02,HA02,,Xe đạp,4.6,Bình thường
CD00391,06/04/2025 07:36,06/04/2025 07:52,DN03,DN03,KH0009,xe đạp,1.9,Hài lòng
CD00392,06/04/2025 08:05,06/04/2025 08:20,DN04,DN01,,Xe đạp điện,3.7,Hài lòng
CD00393,06/04/2025 10:56,06/04/2025 11:20,DN03,DN04,,Xe đạp,3.5,Không hài lòng
CD00394,06/04/2025 11:32,06/04/2025 11:42,DN01,DN03,,Xe đạp,2.0,Rất hài lòng
CD00395,06/04/2025 13:23,06/04/2025 13:31,DN04,DN02,KH0143,Xe đạp điện,2.2,
CD00396,06/04/2025 14:05,06/04/2025 14:44,HA01,HA01,,Xe máy điện,15.2,Hài lòng
CD00397,06/04/2025 15:08,06/04/2025 15:25,HA02,HA01,,Xe đạp,4.3,Hài lòng
CD00398,06/04/2025 15:35,06/04/2025 16:21,DN01,DN02,,Xe máy điện,19.1,Hài lòng
CD00399,06/04/2025 15:44,06/04/2025 15:58,HA01,HA01,KH0156,Xe đạp,2.4,
CD00400,06/04/2025 16:56,06/04/2025 17:10,DN01,DN02,,Xe đạp,2.2,
CD00401,06/04/2025 17:08,06/04/2025 17:22,HA01,HA01,KH0474,Xe đạp,2.7,Hài lòng
CD00402,06/04/2025 17:49,06/04/2025 18:18,HA02,HA01,KH0425,Xe đạp điện,8.6,Rất hài lòng
CD00403,06/04/2025 17:58,06/04/2025 18:14,DN01,DN01,KH0119,XE ĐẠP,2.9,Bình thường
CD00404,06/04/2025 18:32,06/04/2025 19:26,HA02,HA01,KH0378,Xe may dien,22.5,Rất hài lòng
CD00405,06/04/2025 19:31,06/04/2025 20:15,DN03,DN01,,Xe đạp điện,14.2,Bình thường
CD00406,06/04/2025 21:14,06/04/2025 21:41,HA02,HA02,KH0060,Xe đạp,3.4,Không hài lòng
CD00407,07/04/2025 07:29,07/04/2025 08:05,DN01,DN02,KH0421,Xe đạp điện,8.4,Bình thường
CD00408,07/04/2025 09:07,07/04/2025 09:40,HA01,HA01,KH0106,Xe đạp điện,8.5,Rất hài lòng
CD00409,07/04/2025 09:25,07/04/2025 09:42,HA01,HA01,KH0286,xe đạp,3.0,Không hài lòng
CD00410,07/04/2025 10:02,07/04/2025 10:53,DN01,DN01,KH0249,xe đạp điện,13.9,Rất hài lòng
CD00411,07/04/2025 11:01,07/04/2025 11:22,DN04,DN01,KH0219,Xe đạp điện,5.1,Hài lòng
CD00412,07/04/2025 14:18,07/04/2025 14:24,DN01,DN02,, Xe đạp,1.2,Hài lòng
CD00413,07/04/2025 14:35,07/04/2025 14:53,DN04,DN03,KH0199,Xe đạp điện,3.8,Bình thường
CD00414,07/04/2025 15:17,07/04/2025 16:09,DN03,DN02,,Xe đạp điện,20.4,Không hài lòng
CD00415,07/04/2025 16:52,07/04/2025 17:15,DN01,DN02,,Xe đạp điện,5.2,Bình thường
CD00416,07/04/2025 17:37,07/04/2025 18:04,DN03,DN02,KH0265,Xe máy điện,9.2,Bình thường
CD00417,07/04/2025 18:42,07/04/2025 18:52,DN01,DN02,KH0018,xe đạp,1.0,
CD00418,07/04/2025 19:10,07/04/2025 19:22,HA01,HA02,KH0421,Xe đạp điện,3.9,Hài lòng
CD00419,07/04/2025 19:58,07/04/2025 20:41,HA01,HA01,,Xe đạp điện,9.5,Hài lòng
CD00420,07/04/2025 21:01,07/04/2025 22:20,DN01,DN04,KH0333,Xe dap dien,21.6,Hài lòng
CD00421,08/04/2025 06:59,08/04/2025 08:08,HA02,HA01,,Xe máy điện,23.7,
CD00422,08/04/2025 07:25,08/04/2025 07:42,HA02,HA01,KH0082,Xe đạp,2.2,Hài lòng
CD00423,08/04/2025 08:24,08/04/2025 08:44,HA02,HA02,KH0180,Xe đạp điện,5.9,Hài lòng
CD00424,08/04/2025 09:35,08/04/2025 09:49,DN02,DN02,KH0097,XE ĐẠP,2.3,Hài lòng
CD00425,08/04/2025 10:36,08/04/2025 11:06,DN02,DN01,KH0333,Xe máy điện,10.8,Rất hài lòng
CD00426,08/04/2025 12:49,08/04/2025 13:12,HA02,HA01,KH0436,Xe dap dien,4.4,Hài lòng
CD00427,08/04/2025 14:25,08/04/2025 14:33,DN01,DN01,KH0142,Xe đạp,1.9,Rất hài lòng
CD00428,08/04/2025 15:14,08/04/2025 15:31,HA02,HA01,KH0405,Xe đạp điện,4.0,Hài lòng
CD00429,08/04/2025 16:06,08/04/2025 16:33,DN01,DN01,,Xe máy điện,8.9,Hài lòng
CD00430,08/04/2025 16:19,08/04/2025 16:50,DN02,DN01,KH0046,Xe đạp,7.1,Bình thường
CD00431,08/04/2025 16:26,08/04/2025 16:37,DN02,DN02,KH0130,Xe đạp,2.1,Bình thường
CD00432,08/04/2025 17:47,08/04/2025 18:30,DN01,DN03,,Xe máy điện,19.1,Rất hài lòng
CD00433,08/04/2025 19:26,08/04/2025 20:04,HA01,HA01,KH0122,Xe đạp điện  ,8.9,
CD00434,09/04/2025 06:43,09/04/2025 06:55,DN02,DN01,KH0305,Xe đạp,2.6,Bình thường
CD00435,09/04/2025 13:03,09/04/2025 13:24,DN01,DN01,KH0292,Xe đạp điện  ,4.6,Không hài lòng
CD00436,09/04/2025 16:21,09/04/2025 16:34,DN03,DN04,KH0241,Xe đạp,2.2,Bình thường
CD00437,09/04/2025 16:35,09/04/2025 17:02,DN04,DN03,,xe đạp điện,6.9,Rất hài lòng
CD00438,09/04/2025 16:59,09/04/2025 17:24,DN02,DN01,,Xe đạp điện,4.6,Bình thường
CD00439,09/04/2025 17:24,09/04/2025 17:39,DN04,DN01,KH0118,Xe máy điện,7.2,Hài lòng
CD00440,09/04/2025 18:12,09/04/2025 18:42,HA01,HA02,,Xe đạp,5.1,
CD00440,09/04/2025 18:12,09/04/2025 18:42,HA01,HA02,,Xe đạp,5.1,
CD00441,10/04/2025 05:23,10/04/2025 05:35,DN01,DN02,KH0278,Xe đạp điện,3.6,
CD00442,10/04/2025 06:06,10/04/2025 06:48,DN01,DN03,KH0265,XE MÁY ĐIỆN,14.0,Hài lòng
CD00443,10/04/2025 06:51,10/04/2025 07:15,HA01,HA01,,Xe đạp điện,7.4,Bình thường
CD00444,10/04/2025 07:03,10/04/2025 07:49,HA01,HA02,KH0083,Xe đạp điện,11.5,Hài lòng
CD00445,10/04/2025 13:21,10/04/2025 13:37,DN01,DN02,KH0438,Xe đạp,1.6,Không hài lòng
CD00446,10/04/2025 17:31,10/04/2025 17:40,DN01,DN03,,Xe máy điện,2.8,Hài lòng
CD00447,10/04/2025 21:03,10/04/2025 21:10,DN02,DN03,KH0313,Xe đạp,1.6,Hài lòng
CD00448,11/04/2025 07:12,11/04/2025 08:00,HA01,HA01,,XE MÁY ĐIỆN,20.9,Bình thường
CD00449,11/04/2025 08:18,11/04/2025 08:39,DN02,DN02,KH0259,Xe đạp điện,5.3,Rất hài lòng
CD00450,11/04/2025 08:34,11/04/2025 09:06,HA02,HA01,,Xe đạp điện,,Hài lòng
CD00451,11/04/2025 08:57,11/04/2025 09:25,HA02,HA01,,Xe đạp điện,7.2,Bình thường
CD00452,11/04/2025 09:49,11/04/2025 10:00,DN02,DN04,KH0327,Xe đạp,3.0,Bình thường
CD00453,11/04/2025 13:16,11/04/2025 13:40,DN01,DN04,KH0290,Xe đạp điện,6.5,Hài lòng
CD00454,11/04/2025 13:40,11/04/2025 14:16,DN02,DN04,KH0115,Xe máy điện,12.3,Hài lòng
CD00455,11/04/2025 14:31,11/04/2025 14:49,HA01,HA01,KH0321,Xe đạp,2.3,Bình thường
CD00456,11/04/2025 14:42,11/04/2025 15:00,DN01,DN04,KH0224,Xe đạp điện,5.0,
CD00457,11/04/2025 17:48,11/04/2025 18:11,DN03,DN01,KH0244,Xe đạp,3.9,
CD00458,11/04/2025 18:13,11/04/2025 18:28,DN01,DN03,, Xe đạp,3.0,Không hài lòng
CD00459,11/04/2025 19:07,11/04/2025 19:26,DN03,DN02,,Xe đạp,3.3,
CD00460,11/04/2025 20:55,11/04/2025 21:11,DN03,DN01,,Xe đạp,2.1,Hài lòng
CD00461,11/04/2025 21:41,11/04/2025 22:17,DN01,DN04,,Xe đạp điện,8.7,Bình thường
CD00462,11/04/2025 22:08,11/04/2025 22:40,HA01,HA02,KH0432,Xe đạp điện,6.8,Bình thường
CD00463,12/04/2025 05:24,12/04/2025 05:50,DN01,DN02,KH0312,xe đạp,5.1,Hài lòng
CD00464,12/04/2025 06:18,12/04/2025 06:46,HA01,HA02,,Xe đạp điện  ,9.4,Bình thường
CD00465,12/04/2025 06:28,12/04/2025 06:46,DN03,DN03,KH0164,Xe đạp,3.7,Bình thường
CD00466,12/04/2025 06:39,12/04/2025 06:53,DN02,DN02,,Xe đạp,2.7,Hài lòng
CD00467,12/04/2025 06:55,12/04/2025 07:10,DN01,DN02,KH0397, Xe đạp,3.4,Hài lòng
CD00468,12/04/2025 07:54,12/04/2025 08:22,HA02,HA01,,Xe dap,6.9,Hài lòng
CD00469,12/04/2025 08:28,12/04/2025 09:08,HA02,HA02,KH0181,Xe đạp,8.2,Rất hài lòng
CD00470,12/04/2025 08:41,12/04/2025 08:47,DN01,DN01,KH0222,Xe dap,0.9,Rất hài lòng
CD00471,12/04/2025 10:17,12/04/2025 10:49,DN01,DN03,KH0490,Xe máy điện,14.4,Rất hài lòng
CD00472,12/04/2025 15:09,12/04/2025 15:31,HA02,HA01,KH0072,XE MÁY ĐIỆN,8.7,Rất hài lòng
CD00473,12/04/2025 17:36,12/04/2025 18:15,DN01,DN02,,Xe máy điện,13.3,
CD00474,12/04/2025 17:47,12/04/2025 17:52,DN02,DN01,KH0484,Xe đạp,1.0,Bình thường
CD00475,12/04/2025 18:02,12/04/2025 18:43,HA01,HA01,KH0216,Xe đạp điện,10.3,Rất hài lòng
CD00476,12/04/2025 19:19,12/04/2025 20:13,DN02,DN02,KH0067,Xe đạp điện,13.5,Hài lòng
CD00477,12/04/2025 19:21,12/04/2025 19:39,DN01,DN03,KH0195,Xe đạp,3.7,Hài lòng
CD00478,12/04/2025 19:30,12/04/2025 20:06,HA02,HA01,KH0286,Xe máy điện,13.7,Hài lòng
CD00479,12/04/2025 20:43,12/04/2025 20:58,DN02,DN01,KH0421,Xe đạp,2.5,Hài lòng
CD00480,13/04/2025 07:03,13/04/2025 07:08,DN02,DN02,KH0059,Xe đạp,0.6,Bình thường
CD00481,13/04/2025 07:11,13/04/2025 07:34,DN02,DN04,KH0059,Xe đạp điện,6.5,Hài lòng
CD00481,13/04/2025 07:11,13/04/2025 07:34,DN02,DN04,KH0059,Xe đạp điện,6.5,Hài lòng
CD00482,13/04/2025 07:33,13/04/2025 07:54,HA01,HA01,,Xe đạp,4.2,Bình thường
CD00483,13/04/2025 08:07,13/04/2025 08:29,HA01,HA02,KH0171, Xe đạp,4.5,Hài lòng
CD00484,13/04/2025 08:13,13/04/2025 08:36,HA01,HA01,KH0345,Xe đạp điện,8.2,Hài lòng
CD00485,13/04/2025 10:09,13/04/2025 10:37,DN01,DN01,,Xe đạp,5.2,Hài lòng
