ma_gd,thoi_gian,ma_cn,ma_kh,ma_sp,so_luong,kenh,thoi_gian_cho,danh_gia
GD01221,04/04/2025 16:02,CN01,KH0147,SP05,1,Giao hàng,30.1,Tốt
GD01222,04/04/2025 17:19,CN04,,SP02,,Mang đi,4.2,Tốt
GD01223,04/04/2025 17:33,CN04,,SP04,1,Tại quán,8.6,
GD01223,04/04/2025 17:33,CN04,,SP04,1,Tại quán,8.6,
GD01224,04/04/2025 18:05,CN03,KH0172,SP14,1,Tại quán,4.8,
GD01225,04/04/2025 19:07,CN03,,SP14,1,Mang đi,3.6,Bình thường
GD01226,04/04/2025 19:43,CN02,KH0233,SP08,1,mang đi,3.1,Tốt
GD01227,04/04/2025 20:29,CN01,KH0380,SP06,2,Mang đi,5.6,Bình thường
GD01228,05/04/2025 08:51,CN02,KH0090,SP10,3,Mang đi,2.8,
GD01229,05/04/2025 09:39,CN03,KH0209,SP08,1,Tại quán,2.9,Rất tốt
GD01230,05/04/2025 10:33,CN01,KH0373,SP06,2,Mang đi,3.3,Rất tốt
GD01231,05/04/2025 13:31,CN03,,SP18,1,Tại quán,4.6,Tốt
GD01232,05/04/2025 13:58,CN01,KH0147,SP02,1,Mang đi,2.6,Tốt
GD01233,05/04/2025 14:44,CN01,KH0160,SP01,2,Mang đi,9.3,Bình thường
GD01234,05/04/2025 16:42,CN01,KH0210,SP04,2,Tại quán,6.9,Tốt
GD01235,05/04/2025 17:45,CN03,KH0319,SP07,1,Giao hàng,21.8,Bình thường
GD01236,05/04/2025 18:00,CN02,KH0323,SP06,1,Mang đi,3.7,Rất tốt
GD01237,05/04/2025 19:40,CN01,,SP01,2,Mang đi,6.9,Bình thường
GD01238,05/04/2025 20:45,CN04,KH0361,SP07,2,Tại quán,3.6,Bình thường
GD01239,06/04/2025 09:43,CN03,,SP01,1,Mang đi,5.6,
GD01240,06/04/2025 10:53,CN01,KH0396,SP03,2,Mang đi,9.5,
GD01241,06/04/2025 10:57,CN01,KH0351,SP03,2,Mang đi,4.0,
GD01242,06/04/2025 12:06,CN04,KH0326,SP02,2,MANG ĐI,2.1,Tốt
GD01243,06/04/2025 15:40,CN01,KH0234,SP06,2,Giao hàng,21.2,Tốt
GD01244,06/04/2025 16:13,CN01,KH0348,SP13,1,Tại quán,8.8,Tốt
GD01245,06/04/2025 16:15,CN01,KH0073,SP10,2,Mang đi,5.0,
GD01246,06/04/2025 16:39,CN01,KH0365,SP13,3,Giao hàng,20.3,Tốt
GD01247,06/04/2025 17:32,CN03,KH0381,SP10,1,Tại quán,12.6,Bình thường
GD01248,06/04/2025 19:43,CN01,,SP03,1,Giao hàng,38.8,Bình thường
GD01249,07/04/2025 08:13,CN03,KH0273,SP01,2,Mang đi,3.4,Tốt
GD01250,07/04/2025 09:13,CN03,KH0055,SP07,2,Giao hàng,31.5,Tệ
GD01251,07/04/2025 09:17,CN02,KH0310,SP14,3,GIAO HÀNG,27.6,
GD01252,07/04/2025 10:04,CN04,KH0098,SP14,2,Mang đi,8.6,Tốt
GD01253,07/04/2025 10:22,CN04,,SP15,2,Mang di,4.5,Tốt
GD01254,07/04/2025 10:24,CN03,KH0122,SP10,1,Mang di,5.0,Bình thường
GD01255,07/04/2025 10:36,CN02,KH0248,SP15,2,Tại quán,5.1,
GD01256,07/04/2025 11:55,CN01,KH0209,SP08,2,Tại quán,5.3,Tốt
GD01257,07/04/2025 12:08,CN03,,SP01,2,TẠI QUÁN,3.1,
GD01258,07/04/2025 12:26,CN04,KH0281,SP10,1,Mang đi,4.2,Bình thường
GD01259,07/04/2025 12:49,CN03,KH0155,SP01,2,Mang đi,6.7,Tốt
GD01260,07/04/2025 15:39,CN01,KH0328,SP02,1,Mang đi,2.9,
GD01261,07/04/2025 17:47,CN01,KH0056,SP13,3,Mang đi,3.8,Tốt
GD01262,07/04/2025 18:21,CN03,KH0096,SP16,2,Giao hàng,23.2,
GD01263,07/04/2025 19:02,CN01,,SP04,3,Mang đi,10.5,Tốt
GD01264,07/04/2025 19:37,CN01,,SP06,1,Tại quán,4.8,Rất tốt
GD01265,07/04/2025 20:02,CN01,KH0218,SP10,3,Giao hàng,40.4,Tệ
GD01266,08/04/2025 08:06,CN04,KH0066,SP12,3, Giao hàng,19.0,Bình thường
GD01267,08/04/2025 08:59,CN03,KH0286,SP11,2,Giao hàng,22.8,
GD01268,08/04/2025 10:50,CN03,,SP09,1,Giao hàng,37.2,Bình thường
GD01269,08/04/2025 11:08,CN02,KH0003,SP05,3,Giao hàng,25.1,Tệ
GD01270,08/04/2025 11:34,CN03,KH0104,SP07,2,Mang đi,4.9,Rất tốt
GD01271,08/04/2025 11:44,CN02,KH0151,SP02,1,Tại quán,6.1,Tốt
GD01272,08/04/2025 13:28,CN02,KH0116,SP13,1,Tai quan,4.1,Tốt
GD01273,08/04/2025 18:00,CN01,,SP11,5,Giao hàng,24.6,
GD01274,09/04/2025 13:48,CN03,KH0319,SP09,1,Mang đi,4.6,
GD01275,09/04/2025 13:51,CN02,,SP07,1,Mang đi,3.3,Rất tốt
GD01276,09/04/2025 14:24,CN02,,SP01,1,MANG ĐI,3.2,Tốt
GD01277,09/04/2025 14:56,CN04,KH0330,SP01,2,Tại quán,25.6,Rất tệ
GD01278,09/04/2025 18:27,CN04,KH0264,SP12,3,Mang di,4.7,Tốt
GD01279,09/04/2025 18:59,CN02,,SP15,1,Tại quán,8.3,Tốt
GD01280,09/04/2025 19:09,CN02,KH0087,SP02,3,Mang đi,8.6,
GD01281,09/04/2025 19:17,CN02,,SP01,4,Tại quán,5.7,
GD01282,09/04/2025 20:36,CN02,KH0291,SP13,4,Mang đi,6.8,
GD01283,10/04/2025 07:57,CN02,KH0001,SP15,2,Mang di,3.6,Rất tốt
GD01284,10/04/2025 09:12,CN01,,SP02,3,Giao hàng,17.6,Tốt
GD01285,10/04/2025 10:34,CN01,KH0385,SP12,1,Mang đi,5.7,Tốt
GD01286,10/04/2025 12:14,CN03,KH0019,SP16,2,Mang đi,8.3,Tốt
GD01287,10/04/2025 13:42,CN02,KH0168,SP07,5,Tại quán,6.4,Bình thường
GD01288,10/04/2025 14:40,CN02,KH0291,SP09,1,Giao hàng,48.2,Tệ
GD01289,10/04/2025 15:59,CN03,KH0191,SP04,3,Tại quán,3.4,
GD01290,10/04/2025 21:18,CN01,KH0238,SP06,1,Giao hàng,10.7,Tốt
GD01291,11/04/2025 07:02,CN04,KH0040,SP13,1,Giao hàng,27.6,
GD01292,11/04/2025 09:01,CN01,KH0047,SP06,1,Giao hàng,21.9,Bình thường
GD01293,11/04/2025 10:45,CN03,KH0147,SP09,1,Mang đi,7.4,Rất tốt
GD01294,11/04/2025 12:29,CN01,,SP13,2,Mang đi,3.1,Tốt
GD01295,11/04/2025 13:28,CN04,KH0145,SP01,1,MANG ĐI,3.4,Rất tốt
GD01296,11/04/2025 14:31,CN04,KH0058,SP02,1,Tại quán,5.0,Tốt
GD01297,11/04/2025 14:58,CN02,KH0002,SP01,2,GIAO HÀNG,19.4,Tốt
GD01298,11/04/2025 15:04,CN01,KH0125,SP02,2,Tại quán,11.5,Tốt
GD01299,11/04/2025 16:42,CN04,KH0306,SP08,4,Giao hàng,26.7,Bình thường
GD01300,11/04/2025 18:57,CN04,KH0310,SP03,1,Giao hàng,35.5,
GD01301,11/04/2025 20:09,CN03,KH0371,SP01,1,Tại quán,3.4,Tốt
GD01302,11/04/2025 20:55,CN02,KH0194,SP04,1,Tại quán,6.1,Tốt
GD01303,12/04/2025 08:31,CN01,KH0084,SP09,1,Tại quán,3.0,
GD01304,12/04/2025 08:52,CN03,KH0387,SP13,2,Mang đi,4.0,Tốt
GD01305,12/04/2025 12:14,CN03,KH0308,SP02,1,Tại quán,4.3,Bình thường
GD01306,12/04/2025 14:01,CN01,KH0450,SP07,2,Tại quán,6.1,Rất tốt
GD01307,12/04/2025 14:31,CN03,,SP08,1,Mang đi,4.7,
GD01308,12/04/2025 17:01,CN02,KH0168,SP06,2,Tại quán,5.7,Bình thường
GD01309,12/04/2025 17:09,CN02,,SP12,1,Tại quán,4.3,Tốt
GD01310,12/04/2025 17:26,CN03,KH0046,SP01,2,Tại quán,4.2,Bình thường
GD01311,12/04/2025 18:16,CN03,KH0114,SP01,1,Mang đi,5.8,Tốt
GD01312,12/04/2025 19:37,CN03,KH0320,SP06,3,Tại quán,4.4,Bình thường
GD01313,12/04/2025 19:37,CN03,KH0173,SP03,, Giao hàng,24.7,Bình thường
GD01314,12/04/2025 19:42,CN01,KH0300,SP12,1,Tại quán,5.9,Tốt
GD01315,12/04/2025 19:43,CN02,,SP08,1,Giao hàng,26.3,Bình thường
GD01316,13/04/2025 08:21,CN03,,SP08,1,TẠI QUÁN,4.3,Rất tốt
GD01317,13/04/2025 09:12,CN03,KH0073,SP15,1,Tại quán,5.4,Tốt
GD01318,13/04/2025 09:24,CN04,,SP03,1,Mang đi,3.4,Tốt
GD01319,13/04/2025 10:40,CN02,KH0324,SP02,2,Tại quán,6.2,
GD01320,13/04/2025 12:15,CN03,KH0021,SP14,2,Tại quán,3.7,Rất tốt
GD01321,13/04/2025 12:25,CN01,KH0168,SP08,2,Giao hàng,16.3,Rất tốt
GD01322,13/04/2025 12:34,CN02,KH0049,SP02,1,Giao hàng,34.2,Tốt
GD01323,13/04/2025 13:54,CN03,KH0285,SP11,1,Mang đi,2.2,Tốt
GD01324,13/04/2025 15:09,CN04,,SP12,1,GIAO HÀNG,19.6,Tốt
GD01325,13/04/2025 15:59,CN02,KH0278,SP14,2,Tại quán,3.9,Tốt
GD01326,13/04/2025 16:27,CN02,KH0224,SP13,1,Mang đi,3.2,
GD01327,13/04/2025 17:16,CN01,KH0202,SP13,1,Tại quán,4.6,Tốt
GD01328,13/04/2025 19:10,CN01,KH0044,SP09,1,Tại quán,3.7,Bình thường
GD01329,13/04/2025 21:45,CN01,,SP03,2,Tại quán,6.0,Tốt
GD01330,14/04/2025 08:24,CN01,,SP02,1,Giao hàng,37.0,Bình thường
GD01331,14/04/2025 08:54,CN01,,SP13,1,Tại quán,2.3,
GD01332,14/04/2025 12:30,CN02,,SP06,4,Mang đi,2.4,Rất tốt
GD01333,14/04/2025 12:38,CN01,,SP07,1,Tại quán,11.0,Tốt
GD01334,14/04/2025 13:51,CN01,KH0349,SP11,, Giao hàng,35.1,Bình thường
GD01335,14/04/2025 16:39,CN01,KH0105,SP02,1,MANG ĐI,2.3,Tốt
GD01336,14/04/2025 17:23,CN02,KH0208,SP14,3,Tại quán,7.2,Tốt
GD01337,14/04/2025 18:41,CN02,,SP12,1,Mang đi,2.8,
GD01338,14/04/2025 18:46,CN04,KH0398,SP12,2,Mang đi,2.7,Bình thường
GD01339,15/04/2025 08:01,CN01,KH0172,SP04,2,Mang đi,3.9,
GD01340,15/04/2025 08:15,CN01,KH0155,SP03,2,Mang đi,4.6,Rất tốt
GD01341,15/04/2025 08:37,CN03,KH0198,SP05,1,Mang đi,5.7,Tốt
GD01342,15/04/2025 08:57,CN04,KH0014,SP04,2,Tại quán,7.3,Tốt
GD01343,15/04/2025 09:15,CN01,KH0064,SP05,1, Tại quán,4.2,Rất tốt
GD01344,15/04/2025 12:51,CN01,KH0157,SP05,3,Giao hàng,18.6,Rất tốt
GD01345,15/04/2025 13:27,CN03,KH0246,SP12,2,Giao hàng,43.4,Bình thường
GD01346,15/04/2025 17:26,CN01,KH0343,SP01,2,Giao hàng,30.6,Bình thường
GD01347,15/04/2025 19:18,CN03,KH0263,SP10,2,Tại quán,6.7,Tốt
GD01348,16/04/2025 07:13,CN04,KH0420,SP04,3,Mang đi,3.7,Rất tốt
GD01349,16/04/2025 07:46,CN03,KH0235,SP16,3,Giao hàng,18.5,Tệ
GD01350,16/04/2025 07:53,CN02,,SP10,1,Mang di,7.5,Rất tốt
GD01351,16/04/2025 09:27,CN01,KH0253,SP03,1,TẠI QUÁN,3.9,Tốt
GD01352,16/04/2025 09:29,CN02,KH0199,SP12,3,Tại quán,6.0,Bình thường
GD01353,16/04/2025 12:44,CN03,KH0251,SP05,1,Mang đi,3.1,Tốt
GD01354,16/04/2025 14:50,CN01,KH0351,SP01,,Mang đi,3.3,Tệ
GD01355,16/04/2025 16:02,CN03,KH0173,SP04,4, Tại quán,8.1,Tốt
GD01356,17/04/2025 07:32,CN01,KH0126,SP03,1,Giao hàng,30.8,
GD01357,17/04/2025 08:02,CN01,KH0057,SP06,1,Tại quán,7.1,Rất tốt
GD01358,17/04/2025 09:29,CN04,KH0332,SP04,2,Mang đi,3.7,Tốt
GD01359,17/04/2025 10:55,CN01,KH0231,SP13,1,Tại quán,2.9,
GD01360,17/04/2025 11:16,CN02,KH0068,SP06,5,Giao hàng,13.4,Bình thường
GD01361,17/04/2025 12:35,CN02,KH0035,SP04,4,Mang đi,5.0,
GD01362,17/04/2025 13:29,CN04,KH0380,SP12,1,Tại quán,9.6,
GD01363,17/04/2025 14:47,CN03,KH0302,SP10,2,Tại quán,6.7,Tốt
GD01364,17/04/2025 16:32,CN01,KH0249,SP04,3,Giao hàng,15.5,Bình thường
GD01365,17/04/2025 16:52,CN01,KH0164,SP03,1,Tại quán,6.4,Rất tốt
GD01366,17/04/2025 18:05,CN03,,SP11,1,Giao hàng,17.5,Bình thường
GD01367,17/04/2025 18:48,CN03,KH0136,SP09,1,Mang đi,1.3,Bình thường
GD01368,17/04/2025 18:52,CN03,KH0012,SP16,2,Mang đi,2.1,Tốt
GD01369,17/04/2025 18:57,CN03,KH0038,SP04,1,Mang đi,5.2,Tốt
GD01370,18/04/2025 08:19,CN03,KH0297,SP07,3,Giao hàng,17.1,Bình thường
GD01371,18/04/2025 10:02,CN03,KH0130,SP01,2,Giao hàng,31.4,
GD01372,18/04/2025 11:08,CN01,KH0016,SP05,1, Tại quán,4.3,Tốt
GD01373,18/04/2025 13:12,CN01,,SP13,1,Tại quán,5.2,
GD01374,18/04/2025 15:24,CN04,KH0103,SP09,2,GIAO HÀNG,33.8,Tốt
GD01375,18/04/2025 18:49,CN03,,SP05,1,Mang đi,2.8,Tốt
GD01376,18/04/2025 19:30,CN01,KH0174,SP07,3,Giao hàng,22.0,Tệ
GD01377,18/04/2025 20:34,CN03,,SP09,1,Mang đi,3.0,Tốt
GD01378,19/04/2025 07:12,CN01,,SP09,1,Tại quán,9.5,Tốt
GD01379,19/04/2025 08:14,CN01,,SP03,2,Mang đi,3.4,Rất tốt
GD01380,19/04/2025 08:28,CN02,KH0218,SP02,3,Giao hàng,36.1,Bình thường
GD01381,19/04/2025 10:05,CN01,KH0295,SP01,2,Giao hàng,33.6,Tệ
GD01382,19/04/2025 10:14,CN04,KH0009,SP03,2, Giao hàng,34.7,
GD01383,19/04/2025 10:30,CN01,KH0084,SP04,3,Tại quán,2.8,Tốt
GD01384,19/04/2025 10:40,CN02,KH0027,SP06,1,Mang đi,7.9,Rất tốt
GD01385,19/04/2025 11:07,CN01,KH0135,SP02,1,Tại quán,7.5,Rất tốt
GD01386,19/04/2025 14:13,CN01,KH0237,SP15,3,mang đi,7.1,
GD01387,19/04/2025 16:32,CN01,KH0152,SP09,1,Giao hàng,20.5,Bình thường
GD01388,19/04/2025 16:39,CN01,KH0282,SP06,1,Tại quán,5.8,
GD01389,19/04/2025 17:57,CN04,KH0156,SP03,1,Mang đi,7.0,Rất tốt
GD01390,19/04/2025 18:16,CN01,KH0245,SP11,2,Giao hàng,16.1,
GD01391,19/04/2025 18:49,CN04,,SP06,2,Giao hàng,27.2,Rất tệ
GD01392,19/04/2025 19:14,CN01,KH0229,SP05,1,Giao hàng,18.9,Bình thường
GD01393,19/04/2025 19:27,CN02,,SP13,1,Mang đi,2.1,Tốt
GD01394,20/04/2025 07:10,CN01,,SP01,1,Mang đi,5.4,
GD01395,20/04/2025 07:30,CN04,,SP06,3,Tại quán,3.8,Tốt
GD01396,20/04/2025 08:26,CN04,KH0063,SP03,1,Tai quan,3.9,Bình thường
GD01397,20/04/2025 08:42,CN01,KH0262,SP04,4,Giao hàng,23.4,Bình thường
GD01398,20/04/2025 08:58,CN04,KH0005,SP14,1,Tại quán,4.8,Tốt
GD01399,20/04/2025 09:19,CN02,KH0174,SP02,2,mang đi,6.5,Tốt
GD01400,20/04/2025 10:34,CN01,KH0120,SP07,1, Tại quán,3.3,Rất tốt
GD01401,20/04/2025 11:11,CN02,KH0153,SP07,3,Mang đi,4.4,Rất tốt
GD01402,20/04/2025 11:28,CN01,,SP03,1,Mang đi,13.8,
GD01403,20/04/2025 12:38,CN01,KH0246,SP02,5,Mang đi,8.4,Tốt
GD01404,20/04/2025 13:02,CN01,KH0097,SP02,3,Mang đi,2.4,Rất tốt
GD01405,20/04/2025 13:33,CN01,KH0353,SP04,3, Tại quán,4.5,Tốt
GD01406,20/04/2025 13:43,CN01,KH0226,SP02,1,Mang đi,3.2,Rất tốt
GD01407,20/04/2025 15:07,CN03,KH0449,SP13,1,Tại quán,4.4,Bình thường
GD01408,20/04/2025 16:32,CN01,,SP04,1,Tại quán,2.1,
GD01409,20/04/2025 19:30,CN03,KH0334,SP15,4,Tại quán,2.5,Tốt
GD01410,20/04/2025 19:34,CN01,KH0369,SP16,1,Tai quan,7.2,Tốt
GD01411,20/04/2025 19:56,CN01,KH0229,SP11,2,Tại quán,7.3,Bình thường
GD01412,20/04/2025 19:59,CN02,KH0367,SP01,2,Mang đi,4.0,Rất tốt
GD01413,20/04/2025 20:27,CN04,KH0290,SP02,1,Giao hàng,32.3,Tệ
GD01414,20/04/2025 21:11,CN01,,SP06,2,Mang đi,3.8,Bình thường
GD01415,21/04/2025 07:40,CN04,KH0190,SP03,1,Giao hàng,16.0,Tốt
GD01416,21/04/2025 09:33,CN04,KH0117,SP07,2,Tại quán,7.1,
GD01417,21/04/2025 10:00,CN02,KH0241,SP03,4,Tại quán,7.6,Tốt
GD01418,21/04/2025 10:32,CN02,KH0246,SP07,1,Mang đi,3.7,Rất tốt
GD01419,21/04/2025 12:29,CN01,KH0375,SP02,4,Giao hàng,42.0,
GD01420,21/04/2025 14:28,CN01,,SP15,1,Tại quán,5.4,Bình thường
GD01421,21/04/2025 18:11,CN01,KH0096,SP09,1,Tại quán,5.4,Bình thường
GD01422,21/04/2025 18:14,CN01,KH0070,SP06,1,Mang đi,3.4,
GD01423,22/04/2025 07:12,CN02,KH0295,SP07,3,Giao hàng,21.2,
GD01424,22/04/2025 08:51,CN04,KH0276,SP16,1,Mang đi,4.9,Rất tốt
GD01425,22/04/2025 09:50,CN01,KH0014,SP13,2,Mang đi,4.4,Rất tốt
GD01426,22/04/2025 13:52,CN03,KH0028,SP03,2,Tai quan,9.0,Tốt
GD01427,22/04/2025 14:36,CN01,KH0346,SP11,1,Tại quán,3.7,Rất tốt
GD01428,22/04/2025 16:14,CN03,,SP10,1,Tại quán,4.8,
GD01429,22/04/2025 16:55,CN03,,SP13,1,Mang di,14.7,Rất tốt
GD01430,22/04/2025 17:47,CN03,KH0230,SP06,1,mang đi,5.3,Tốt
GD01431,22/04/2025 18:48,CN02,KH0084,SP01,5,Mang đi,3.0,Tốt
GD01432,22/04/2025 20:39,CN03,KH0208,SP04,1,TẠI QUÁN,2.9,Tốt
GD01433,23/04/2025 07:40,CN01,,SP03,1,Mang đi,4.7,Bình thường
GD01434,23/04/2025 08:55,CN03,,SP02,1,Tại quán,9.1,Tốt
GD01435,23/04/2025 09:10,CN03,,SP12,1,Tại quán,6.0,Tốt
GD01436,23/04/2025 09:31,CN02,KH0214,SP01,2,Mang đi,5.7,Tốt
GD01437,23/04/2025 09:59,CN02,,SP10,2,Giao hàng,33.2,Bình thường
GD01438,23/04/2025 10:44,CN04,KH0093,SP03,1,Tại quán,8.0,Tốt
GD01439,23/04/2025 12:43,CN02,KH0179,SP09,3,GIAO HÀNG,18.5,Tốt
GD01440,23/04/2025 13:24,CN02,KH0090,SP01,4,Mang đi,9.0,Tốt
GD01441,23/04/2025 13:44,CN02,KH0226,SP06,2,Giao hàng,19.9,
GD01442,23/04/2025 17:13,CN01,KH0204,SP09,1, Tại quán,6.1,Tệ
GD01443,23/04/2025 17:15,CN01,KH0047,SP03,1,Mang đi,3.6,Tốt
GD01444,23/04/2025 19:13,CN01,KH0255,SP15,1,Mang đi,2.1,Rất tốt
GD01445,23/04/2025 19:19,CN03,,SP10,3,Tại quán,2.6,Rất tốt
GD01446,23/04/2025 19:49,CN01,KH0391,SP07,1,Tại quán,2.4,Tốt
GD01447,24/04/2025 07:09,CN02,KH0213,SP01,4,Giao hàng,28.8,Tốt
GD01448,24/04/2025 08:32,CN04,KH0071,SP03,3,Mang đi,2.4,Rất tốt
GD01449,24/04/2025 09:05,CN02,KH0035,SP16,1,Tại quán,5.5,Rất tốt
GD01450,24/04/2025 09:11,CN04,KH0049,SP10,2,Mang đi,3.7,Tốt
GD01451,24/04/2025 12:45,CN02,KH0059,SP15,1,Giao hàng,18.3,Bình thường
GD01452,24/04/2025 16:27,CN02,KH0288,SP10,,Giao hàng,13.8,Bình thường
GD01453,24/04/2025 17:04,CN01,KH0121,SP03,3,mang đi,2.7,Rất tốt
GD01454,24/04/2025 17:09,CN04,KH0186,SP01,1,Tại quán,8.9,
GD01455,24/04/2025 19:00,CN02,KH0142,SP07,2,Giao hàng,21.3,Rất tốt
GD01456,24/04/2025 19:21,CN03,KH0018,SP18,1,Tại quán,4.4,Tốt
GD01457,24/04/2025 19:22,CN01,KH0237,SP05,1,Mang đi,5.3,Tốt
GD01458,24/04/2025 20:30,CN01,,SP14,,TẠI QUÁN,4.4,
GD01459,24/04/2025 20:48,CN04,KH0189,SP13,1,Tại quán,5.9,Bình thường
GD01460,25/04/2025 07:50,CN04,KH0361,SP08,1,Mang đi,5.2,Tốt
GD01461,25/04/2025 08:09,CN02,KH0267,SP07,3,Mang đi,1.6,Tốt
GD01462,25/04/2025 09:18,CN04,KH0267,SP16,1,Mang đi,4.9,Tốt
GD01463,25/04/2025 09:38,CN03,KH0432,SP06,2,Mang đi,5.3,Bình thường
GD01464,25/04/2025 10:30,CN04,KH0094,SP02,1,Giao hàng,28.8,Bình thường
GD01465,25/04/2025 13:01,CN04,KH0020,SP09,3,Giao hàng,17.3,Tốt
GD01466,25/04/2025 13:28,CN04,KH0164,SP09,1,Tại quán,4.7,
GD01467,25/04/2025 13:47,CN02,KH0365,SP06,2,Giao hàng,23.3,Tốt
GD01468,25/04/2025 17:28,CN04,KH0210,SP01,3,Tại quán,3.8,Tốt
GD01469,25/04/2025 17:47,CN02,KH0031,SP09,1,Mang đi,7.9,Tốt
GD01470,25/04/2025 19:18,CN04,KH0324,SP14,1,Tại quán,3.6,Tốt
GD01471,26/04/2025 08:31,CN03,KH0115,SP16,2,Tại quán,2.5,
GD01472,26/04/2025 08:36,CN04,KH0399,SP07,1,tại quán,7.6,Tốt
GD01473,26/04/2025 08:56,CN03,KH0218,SP01,3,MANG ĐI,4.9,Rất tốt
GD01474,26/04/2025 10:17,CN01,KH0262,SP06,2,Tai quan,4.3,Bình thường
GD01475,26/04/2025 10:21,CN03,KH0038,SP11,2,TẠI QUÁN,12.4,Tốt
GD01476,26/04/2025 10:36,CN02,KH0182,SP13,1,Mang đi,2.8,Tệ
GD01477,26/04/2025 13:04,CN01,KH0133,SP07,1,Giao hàng,17.8,Bình thường
GD01478,26/04/2025 13:34,CN04,KH0125,SP13,1,Tại quán,2.6,
GD01479,26/04/2025 13:36,CN04,KH0321,SP15,2,TẠI QUÁN,4.5,
GD01480,26/04/2025 15:29,CN01,,SP13,,mang đi,4.3,Tốt
GD01481,26/04/2025 16:32,CN01,KH0036,SP06,1,Tại quán,4.7,Bình thường
GD01482,26/04/2025 18:27,CN01,KH0339,SP14,3,Mang đi,3.1,Tốt
GD01483,26/04/2025 19:06,CN03,,SP16,1,Mang đi  ,5.8,Tốt
GD01484,26/04/2025 20:34,CN02,KH0241,SP02,3,Tại quán,5.1,Tốt
GD01485,27/04/2025 07:06,CN02,KH0267,SP03,2,Mang đi,7.7,Tốt
GD01486,27/04/2025 08:24,CN01,KH0303,SP13,2,Giao hàng,27.5,Bình thường
GD01487,27/04/2025 09:00,CN01,KH0178,SP12,1,Giao hàng,16.1,Tốt
GD01488,27/04/2025 09:25,CN04,KH0009,SP08,1,Mang đi,9.5,
GD01489,27/04/2025 11:12,CN02,KH0111,SP04,4,Tại quán,4.8,Tốt
GD01490,27/04/2025 12:16,CN03,KH0028,SP09,2,Mang đi,3.9,
GD01491,27/04/2025 13:12,CN03,KH0023,SP03,1,Mang đi,3.1,Tốt
GD01492,27/04/2025 14:10,CN04,,SP04,1,Tại quán,3.7,Tốt
GD01493,27/04/2025 14:25,CN01,KH0288,SP07,1,Tại quán,8.8,Bình thường
GD01494,27/04/2025 15:30,CN01,KH0023,SP09,,Mang đi,4.7,Rất tốt
GD01495,27/04/2025 16:46,CN03,KH0231,SP07,4,Giao hàng,24.2,Tốt
GD01496,27/04/2025 17:07,CN01,,SP04,3,Tại quán,2.0,
GD01497,27/04/2025 19:08,CN01,,SP07,1,Giao hàng,25.0,
GD01498,27/04/2025 19:10,CN02,KH0392,SP07,3,Tại quán,5.2,Tốt
GD01499,27/04/2025 19:11,CN02,KH0021,SP06,2,Tại quán,15.7,
GD01500,27/04/2025 20:21,CN01,KH0238,SP10,1,Tai quan,2.6,Rất tốt
GD01501,27/04/2025 20:38,CN03,KH0161,SP02,4,Mang đi,13.1,
GD01502,28/04/2025 09:42,CN03,KH0294,SP10,1,Tại quán,2.4,Rất tốt
GD01503,28/04/2025 11:20,CN01,KH0244,SP13,2,Tai quan,2.9,Tốt
GD01504,28/04/2025 13:19,CN04,,SP05,3,tại quán,8.9,Tốt
GD01505,28/04/2025 14:16,CN04,KH0375,SP13,1,Tại quán,3.9,Tốt
GD01506,28/04/2025 14:44,CN03,,SP07,1,Tại quán,4.8,Rất tốt
GD01507,28/04/2025 14:45,CN03,KH0272,SP08,1,Mang đi,1.8,
GD01508,28/04/2025 16:44,CN01,KH0209,SP10,2,tại quán,6.0,Rất tốt
GD01509,28/04/2025 17:22,CN04,KH0252,SP07,3,mang đi,7.5,Tệ
GD01510,28/04/2025 17:27,CN04,,SP02,1,Mang đi,3.7,Tệ
GD01511,28/04/2025 18:49,CN02,,SP08,1,Mang đi,2.4,Rất tốt
GD01512,28/04/2025 19:27,CN03,KH0373,SP03,1,Giao hàng,16.9,Tốt
GD01513,29/04/2025 10:08,CN03,KH0274,SP05,1,Giao hàng,22.2,Tốt
GD01514,29/04/2025 11:27,CN03,,SP06,2,Giao hàng,24.8,Tốt
GD01515,29/04/2025 12:39,CN03,,SP16,1,Tai quan,3.0,
GD01516,29/04/2025 12:56,CN01,,SP06,2,Tại quán,3.7,
GD01517,29/04/2025 13:24,CN01,,SP10,1,Mang đi,3.2,Rất tốt
GD01518,29/04/2025 13:30,CN04,KH0323,SP08,1,Mang đi,4.3,Tốt
GD01519,29/04/2025 14:05,CN01,KH0213,SP11,2,Mang đi,3.2,Bình thường
GD01520,29/04/2025 14:55,CN01,KH0132,SP05,3,Mang đi,4.7,Tốt
GD01520,29/04/2025 14:55,CN01,KH0132,SP05,3,Mang đi,4.7,Tốt
GD01521,29/04/2025 15:00,CN02,KH0162,SP03,2,Giao hàng,36.6,
GD01522,29/04/2025 15:30,CN02,KH0019,SP13,1,Tại quán,8.1,Tốt
GD01523,29/04/2025 16:35,CN03,KH0118,SP07,2,Mang đi,4.0,Rất tốt
GD01524,29/04/2025 18:44,CN01,KH0029,SP02,3,Mang đi,2.4,Tốt
GD01525,29/04/2025 19:02,CN04,KH0106,SP03,2,Giao hàng,32.1,Bình thường
GD01526,29/04/2025 19:44,CN04,KH0393,SP01,1,Mang đi,5.1,Tốt
