ma_don,ngay_dat,ma_kh,thanh_pho,danh_muc,don_gia,so_luong,phuong_thuc_tt,danh_gia
DH00282,20/01/2025,KH0298,Hồ Chí Minh,Mỹ phẩm,289000,1,Chuyển khoản,1
DH00283,20/01/2025,KH0278,Đà Nẵng,Văn phòng phẩm,19000,8,Tiền mặt,5
DH00284,20/01/2025,KH0267,Hà Nội,Mỹ phẩm,369000,1,Chuyển khoản,3
DH00285,20/01/2025,KH0079,Đà Nẵng,Thực phẩm,22000,1,Tiền mặt,
DH00286,20/01/2025,KH0263,Hồ Chí Minh,Mỹ phẩm,343000,3,Chuyển khoản,2
DH00287,20/01/2025,KH0007,Cần Thơ,Gia dụng,443000,1,Tiền mặt,
DH00288,20/01/2025,KH0492,Đà Nẵng,Đồ uống,15000,5,Tiền mặt,5
DH00289,21/01/2025,KH0378,Cần Thơ,Văn phòng phẩm,33000,6,Chuyển khoản,3
DH00290,21/01/2025,KH0189,Hà Nội,Gia dụng,83000,3,Ví điện tử,5
DH00291,21/01/2025,KH0288,Cần Thơ,Thực phẩm,33000,3,Ví điện tử,4
DH00292,21/01/2025,KH0208,Đà Nẵng,Thực phẩm,108000,6,Tiền mặt,3
DH00293,21/01/2025,KH0493,Huế,Thực phẩm,80000,3,Ví điện tử,3
DH00294,21/01/2025,KH0513,Hà Nội,Đồ uống,21000,1,Ví điện tử,3
DH00295,21/01/2025,KH0403,Hồ Chí Minh,Thực phẩm,116000,2,Chuyển khoản,5
DH00295,21/01/2025,KH0403,Hồ Chí Minh,Thực phẩm,116000,2,Chuyển khoản,5
DH00296,21/01/2025,,Hồ Chí Minh,Mỹ phẩm,133000,3,Chuyển khoản,4
DH00297,21/01/2025,KH0339,CẦN THƠ,Thực phẩm,93000,3,Tiền mặt,
DH00298,21/01/2025,KH0378,Hồ Chí Minh,Đồ uống,25000,4,Tiền mặt,
DH00299,21/01/2025,KH0232,Đà Nẵng,Văn phòng phẩm,28000,6,Ví điện tử,4
DH00300,22/01/2025,KH0150,Hồ Chí Minh,Đồ uống,39000,4,Ví điện tử,
DH00301,22/01/2025,KH0213,Đà Nẵng,Văn phòng phẩm,38000,4,Tiền mặt,5
DH00302,22/01/2025,,Cần Thơ,Thực phẩm,148000,5,Ví điện tử,
DH00303,22/01/2025,KH0105, hà nội  ,Đồ uống,25000,5,Chuyển khoản,4
DH00304,22/01/2025,KH0241,Hà Nội,Văn phòng phẩm,40000,4,Ví điện tử,4
DH00305,22/01/2025,KH0224,Đà Nẵng,Đồ uống,15000,3,Ví điện tử,5
DH00306,22/01/2025,KH0196,hà nội,Gia dụng,506000,1,Ví điện tử,3
DH00307,22/01/2025,KH0147,Đà Nẵng,Văn phòng phẩm,13000,4,Chuyển khoản,3
DH00308,22/01/2025,KH0100,Hà Nội,Thực phẩm,137000,,Chuyển khoản,5
DH00309,22/01/2025,KH0432,Hồ Chí Minh,Đồ uống,27000,5,Ví điện tử,4
DH00310,22/01/2025,KH0353,  Hồ Chí Minh,Thực phẩm,65000,7,Ví điện tử,4
DH00311,23/01/2025,KH0458,HÀ NỘI,Đồ uống,29000,4,Chuyển khoản,4
DH00312,23/01/2025,KH0432,Hà Nội,Thực phẩm,97000,2,Chuyển khoản,4
DH00313,23/01/2025,KH0198,Huế,Thực phẩm,142000,2,Tiền mặt,
DH00314,23/01/2025,,Hồ Chí Minh,Mỹ phẩm,316000,3,Chuyển khoản,3
DH00315,23/01/2025,KH0448,Hà Nội,Đồ uống,45000,4,Ví điện tử,3
DH00316,23/01/2025,KH0483,Hà Nội,Mỹ phẩm,101000,4,Ví điện tử,3
DH00317,23/01/2025,KH0037,Cần Thơ,Thực phẩm,123000,2,Tiền mặt,4
DH00318,23/01/2025,KH0150,HUẾ,Đồ uống,44000,3,Tiền mặt,4
DH00319,23/01/2025,KH0418,CẦN THƠ,Thực phẩm,97000,2,Ví điện tử,3
DH00320,23/01/2025,KH0209,Cần Thơ,Đồ uống,28000,6,Tiền mặt,
DH00321,24/01/2025,KH0081,Hà Nội,Mỹ phẩm,370000,4,Ví điện tử,4
DH00322,24/01/2025,KH0338,huế,Đồ uống,29000,4,Tiền mặt,4
DH00323,24/01/2025,KH0260,Cần Thơ,Thực phẩm,149000,,Ví điện tử,
DH00324,24/01/2025,KH0300,Hà Nội,Đồ uống,26000,4,Chuyển khoản,
DH00325,24/01/2025,KH0198,Huế,Thực phẩm,78000,3,Chuyển khoản,3
DH00326,24/01/2025,KH0047,Huế,Đồ uống,14000,1,Tiền mặt,
DH00327,24/01/2025,KH0363, hồ chí minh  ,Mỹ phẩm,200000,2,Ví điện tử,5
DH00328,24/01/2025,KH0530, hồ chí minh  ,Đồ uống,35000,2,Ví điện tử,3
DH00329,24/01/2025,KH0462,Cần Thơ,Thực phẩm,115000,3,Tiền mặt,4
DH00330,24/01/2025,KH0464,Đà Nẵng,Đồ uống,42000,4,Chuyển khoản,4
DH00331,24/01/2025,KH0440,Hồ Chí Minh,Thực phẩm,126000,5,Chuyển khoản,5
DH00332,24/01/2025,KH0004, hà nội  ,Văn phòng phẩm,27000,4,Ví điện tử,
DH00333,24/01/2025,KH0316,Đà Nẵng,Văn phòng phẩm,33000,3,Chuyển khoản,3
DH00334,24/01/2025,KH0454, đà nẵng  ,Đồ uống,14000,5,Tiền mặt,
DH00335,24/01/2025,KH0131,Đà Nẵng,Thực phẩm,102000,1,Chuyển khoản,1
DH00336,25/01/2025,KH0011,Cần Thơ,Đồ uống,25000,6,Tiền mặt,4
DH00337,25/01/2025,KH0343,Hồ Chí Minh,Mỹ phẩm,264000,2,Ví điện tử,5
DH00338,25/01/2025,KH0404,đà nẵng,Đồ uống,40000,1,Ví điện tử,
DH00339,25/01/2025,KH0455,Hà Nội,Thực phẩm,106000,4,Ví điện tử,3
DH00340,25/01/2025,KH0089,  Hồ Chí Minh,Gia dụng,171000,3,Ví điện tử,
DH00341,25/01/2025,KH0239,Huế,Thực phẩm,111000,3,Chuyển khoản,5
DH00342,25/01/2025,KH0365,HỒ CHÍ MINH,Văn phòng phẩm,60000,7,Ví điện tử,5
DH00343,25/01/2025,KH0208,  Đà Nẵng,Gia dụng,337000,5,Chuyển khoản,4
DH00344,25/01/2025,KH0136,huế,Đồ uống,41000,6,Chuyển khoản,4
DH00345,25/01/2025,KH0423,Đà Nẵng,Văn phòng phẩm,50000,6,Tiền mặt,3
DH00346,25/01/2025,KH0191, cần thơ  ,Thực phẩm,84000,5,Tiền mặt,4
DH00347,26/01/2025,, hồ chí minh  ,Văn phòng phẩm,59000,1,Chuyển khoản,
DH00348,26/01/2025,KH0438,Đà Nẵng,Đồ uống,38000,7,Ví điện tử,3
DH00349,26/01/2025,KH0324,hồ chí minh,Đồ uống,26000,5,Chuyển khoản,2
DH00350,26/01/2025,KH0097,Đà Nẵng,Thực phẩm,119000,1,Tiền mặt,
DH00351,26/01/2025,KH0157,Hồ Chí Minh,Đồ uống,45000,,Ví điện tử,4
DH00352,26/01/2025,KH0137,Hà Nội,Thực phẩm,113000,6,Chuyển khoản,3
DH00353,26/01/2025,KH0158,Hồ Chí Minh,Đồ uống,27000,7,Chuyển khoản,
DH00354,26/01/2025,KH0373,HỒ CHÍ MINH,Mỹ phẩm,422000,3,Ví điện tử,
DH00355,26/01/2025,KH0026, đà nẵng  ,Đồ uống,40000,5,Chuyển khoản,
DH00356,26/01/2025,KH0274,  Đà Nẵng,Mỹ phẩm,268000,1,Tiền mặt,
DH00357,27/01/2025,KH0341,hồ chí minh,Mỹ phẩm,202000,3,Tiền mặt,5
DH00358,27/01/2025,KH0049,Huế,Thực phẩm,33000,3,Ví điện tử,3
DH00359,27/01/2025,KH0081,Hồ Chí Minh,Đồ uống,13000,,Tiền mặt,3
DH00360,27/01/2025,KH0190,Đà Nẵng ,Gia dụng,388000,1,Chuyển khoản,3
DH00361,27/01/2025,KH0153,Hồ Chí Minh,Đồ uống,38000,3,Chuyển khoản,
DH00362,27/01/2025,,Cần Thơ,Văn phòng phẩm,8000,7,Tiền mặt,4
DH00363,27/01/2025,KH0232,Hồ Chí Minh,Thực phẩm,135000,2,Chuyển khoản,4
DH00364,27/01/2025,KH0246,Hà Nội,Đồ uống,33000,3,Ví điện tử,3
DH00365,27/01/2025,KH0108,  Hồ Chí Minh,Mỹ phẩm,392000,3,Chuyển khoản,1
DH00366,27/01/2025,KH0113,Hà Nội,Mỹ phẩm,449000,2,Ví điện tử,5
DH00367,27/01/2025,KH0451,Đà Nẵng,Văn phòng phẩm,21000,5,Chuyển khoản,4
DH00368,27/01/2025,KH0378,Đà Nẵng,Thực phẩm,82000,8,Tiền mặt,4
DH00369,28/01/2025,KH0494,Hà Nội,Đồ uống,14000,4,Tiền mặt,5
DH00370,28/01/2025,KH0114,Hà Nội,Mỹ phẩm,165000,2,Ví điện tử,4
DH00371,28/01/2025,KH0449,Cần Thơ,Gia dụng,547000,3,Chuyển khoản,
DH00372,28/01/2025,KH0271,Hà Nội,Đồ uống,40000,5,Ví điện tử,2
DH00373,28/01/2025,KH0301,Huế,Đồ uống,16000,300,Tiền mặt,3
DH00374,28/01/2025,KH0012,Đà Nẵng,Mỹ phẩm,401000,4,Tiền mặt,3
DH00375,28/01/2025,KH0120,Hồ Chí Minh,Gia dụng,92000,2,Ví điện tử,
DH00376,28/01/2025,KH0470,Hà Nội ,Đồ uống,14000,5,Chuyển khoản,5
DH00377,28/01/2025,KH0522,Hồ Chí Minh,Gia dụng,125000,1,Ví điện tử,3
DH00378,28/01/2025,KH0200,Hồ Chí Minh,Thực phẩm,61000,3,Ví điện tử,4
DH00379,28/01/2025,KH0116,Huế,Thực phẩm,77000,1,Chuyển khoản,4
DH00380,28/01/2025,KH0141,Hà Nội,Mỹ phẩm,288000,2,Tiền mặt,4
DH00381,29/01/2025,KH0065,Hà Nội,Văn phòng phẩm,9000,6,Chuyển khoản,5
DH00381,29/01/2025,KH0065,Hà Nội,Văn phòng phẩm,9000,6,Chuyển khoản,5
DH00382,29/01/2025,KH0279,Hà Nội,Mỹ phẩm,352000,2,Chuyển khoản,3
DH00383,29/01/2025,KH0245,Cần Thơ,Thực phẩm,122000,5,Tiền mặt,1
DH00384,29/01/2025,,Hồ Chí Minh,Đồ uống,34000,3,Chuyển khoản,
DH00385,29/01/2025,KH0034,Hà Nội,Văn phòng phẩm,57000,6,Ví điện tử,3
DH00386,29/01/2025,KH0417,Đà Nẵng,Đồ uống,25000,4,Ví điện tử,3
DH00387,29/01/2025,KH0140, hà nội  ,Đồ uống,45000,4,Tiền mặt,4
DH00388,29/01/2025,KH0299,Hà Nội,Văn phòng phẩm,49000,2,Chuyển khoản,5
DH00389,29/01/2025,KH0059,Cần Thơ,Thực phẩm,127000,3,Ví điện tử,1
DH00390,29/01/2025,KH0461,Hồ Chí Minh,Thực phẩm,36000,5,Chuyển khoản,
DH00391,29/01/2025,,Hà Nội,Đồ uống,20000,4,Ví điện tử,5
DH00392,29/01/2025,KH0033,Hồ Chí Minh,Văn phòng phẩm,47000,3,Tiền mặt,3
DH00393,29/01/2025,KH0129,Hồ Chí Minh,Gia dụng,352000,1,Chuyển khoản,4
DH00394,29/01/2025,KH0318,hồ chí minh,Văn phòng phẩm,9000,5,Chuyển khoản,1
DH00395,29/01/2025,KH0154,Đà Nẵng,Gia dụng,128000,6,Chuyển khoản,4
DH00396,29/01/2025,KH0269,Hà Nội,Gia dụng,125000,1,Ví điện tử,
DH00397,29/01/2025,KH0165,Huế,Thực phẩm,62000,5,Chuyển khoản,5
DH00398,30/01/2025,,Huế,Văn phòng phẩm,37000,4,Chuyển khoản,5
DH00398,30/01/2025,,Huế,Văn phòng phẩm,37000,4,Chuyển khoản,5
DH00399,30/01/2025,KH0323, hồ chí minh  ,Đồ uống,14000,7,Ví điện tử,5
DH00400,30/01/2025,KH0312,Hồ Chí Minh,Thực phẩm,147000,6,Ví điện tử,
DH00401,30/01/2025,KH0370,Hồ Chí Minh,Văn phòng phẩm,27000,3,Chuyển khoản,3
DH00402,30/01/2025,KH0042,Đà Nẵng,Đồ uống,41000,3,Ví điện tử,5
DH00403,30/01/2025,KH0157,Hồ Chí Minh,Thực phẩm,96000,3,Chuyển khoản,
DH00404,30/01/2025,KH0120,Hồ Chí Minh,Mỹ phẩm,360000,4,Tiền mặt,
DH00405,30/01/2025,KH0377,Hà Nội,Văn phòng phẩm,28000,8,Ví điện tử,4
DH00406,30/01/2025,KH0086,Hồ Chí Minh,Thực phẩm,101000,3,Ví điện tử,5
DH00407,31/01/2025,KH0306,Hà Nội,Mỹ phẩm,373000,4,Ví điện tử,5
DH00408,31/01/2025,KH0025,Hồ Chí Minh,Văn phòng phẩm,45000,4,Chuyển khoản,
DH00409,31/01/2025,KH0123,Hồ Chí Minh,Văn phòng phẩm,33000,4,Ví điện tử,3
DH00410,31/01/2025,KH0366,Hồ Chí Minh,Mỹ phẩm,374000,1,Chuyển khoản,3
DH00411,31/01/2025,KH0170,Hà Nội,Đồ uống,18000,1,Tiền mặt,4
DH00412,31/01/2025,KH0489,Đà Nẵng,Mỹ phẩm,449000,3,Tiền mặt,3
DH00413,31/01/2025,KH0353,Hà Nội,Thực phẩm,149000,2,Chuyển khoản,3
DH00414,31/01/2025,KH0485,ĐÀ NẴNG,Thực phẩm,38000,3,Chuyển khoản,4
DH00415,31/01/2025,KH0168,Hồ Chí Minh,Thực phẩm,128000,2,Ví điện tử,3
DH00416,31/01/2025,KH0134,Hà Nội,Đồ uống,36000,5,Chuyển khoản,4
DH00417,31/01/2025,KH0480,Cần Thơ,Văn phòng phẩm,56000,3,Chuyển khoản,3
DH00418,31/01/2025,KH0242,Hà Nội,Gia dụng,217000,2,Chuyển khoản,
DH00419,31/01/2025,KH0268,Huế,Đồ uống,21000,2,Tiền mặt,3
DH00420,01/02/2025,KH0105,Huế,Đồ uống,18000,1,Ví điện tử,4
DH00421,01/02/2025,KH0165,Hồ Chí Minh,Đồ uống,33000,5,Ví điện tử,4
DH00422,01/02/2025,KH0079,Huế,Thực phẩm,121000,2,Tiền mặt,5
DH00423,01/02/2025,KH0353,Hà Nội,Văn phòng phẩm,18000,3,Ví điện tử,4
DH00424,01/02/2025,KH0164,Đà Nẵng,Văn phòng phẩm,57000,1,Chuyển khoản,
DH00425,01/02/2025,KH0352,  Cần Thơ,Thực phẩm,53000,4,Chuyển khoản,4
DH00426,01/02/2025,KH0105,Hồ Chí Minh,Đồ uống,36000,4,Ví điện tử,1
DH00427,01/02/2025,KH0345,Hồ Chí Minh,Mỹ phẩm,230000,2,Chuyển khoản,3
DH00428,01/02/2025,KH0491,Hồ Chí Minh,Thực phẩm,92000,5,Tiền mặt,5
DH00429,01/02/2025,KH0203,  Hồ Chí Minh,Gia dụng,319000,3,Ví điện tử,3
DH00430,01/02/2025,,Huế,Đồ uống,16000,2,Ví điện tử,4
DH00431,01/02/2025,KH0114,Hồ Chí Minh,Đồ uống,27000,4,Chuyển khoản,1
DH00432,01/02/2025,KH0123,Hà Nội,Văn phòng phẩm,44000,2,Chuyển khoản,5
DH00433,01/02/2025,KH0140,Hà Nội ,Mỹ phẩm,379000,1,Tiền mặt,4
DH00434,01/02/2025,KH0166,Hà Nội ,Đồ uống,25000,5,Tiền mặt,3
DH00435,01/02/2025,KH0042,Hồ Chí Minh,Thực phẩm,34000,4,Chuyển khoản,5
DH00436,02/02/2025,KH0112, hà nội  ,Văn phòng phẩm,10000,3,Chuyển khoản,3
DH00437,02/02/2025,KH0353,Cần Thơ,Thực phẩm,150000,6,Tiền mặt,5
DH00438,02/02/2025,KH0136,Cần Thơ,Thực phẩm,69000,5,Chuyển khoản,4
DH00439,02/02/2025,KH0272,Huế,Thực phẩm,35000,2,Tiền mặt,4
DH00440,02/02/2025,KH0280,Hà Nội,Văn phòng phẩm,35000,1,Chuyển khoản,
DH00441,02/02/2025,KH0076,Hồ Chí Minh,Thực phẩm,78000,1,Tiền mặt,
DH00442,02/02/2025,KH0094,  Hồ Chí Minh,Đồ uống,26000,5,Ví điện tử,
DH00443,02/02/2025,KH0475,Cần Thơ,Đồ uống,34000,1,Tiền mặt,2
DH00444,03/02/2025,KH0478,Hồ Chí Minh,Thực phẩm,35000,2,Ví điện tử,5
DH00445,03/02/2025,KH0026,hồ chí minh,Đồ uống,34000,4,Chuyển khoản,
DH00446,03/02/2025,KH0040,Huế,Gia dụng,540000,3,Tiền mặt,
DH00447,03/02/2025,KH0206,Hà Nội,Đồ uống,37000,4,Tiền mặt,3
DH00448,03/02/2025,KH0103,Huế,Đồ uống,27000,3,Chuyển khoản,4
DH00449,03/02/2025,KH0259,Huế,Thực phẩm,93000,3,Chuyển khoản,5
DH00450,03/02/2025,KH0250,Huế,Mỹ phẩm,392000,2,Chuyển khoản,5
DH00451,04/02/2025,KH0287,Đà Nẵng,Thực phẩm,37000,4,Tiền mặt,5
DH00452,04/02/2025,KH0168,Hồ Chí Minh,Thực phẩm,73000,1,Ví điện tử,
DH00453,04/02/2025,KH0487,Đà Nẵng,Đồ uống,23000,7,Ví điện tử,5
DH00454,04/02/2025,KH0073,Hà Nội,Văn phòng phẩm,22000,4,Ví điện tử,4
DH00455,04/02/2025,KH0206,  Hồ Chí Minh,Đồ uống,43000,4,Ví điện tử,3
DH00456,04/02/2025,KH0235,Đà Nẵng ,Thực phẩm,144000,4,Ví điện tử,5
DH00457,04/02/2025,KH0441,Hà Nội,Mỹ phẩm,316000,,Chuyển khoản,2
DH00458,04/02/2025,KH0473,Hồ Chí Minh,Mỹ phẩm,424000,6,Ví điện tử,
DH00459,04/02/2025,KH0136,Cần Thơ,Thực phẩm,51000,4,Chuyển khoản,4
DH00460,04/02/2025,KH0376,Hồ Chí Minh,Đồ uống,32000,5,Ví điện tử,4
DH00461,04/02/2025,KH0120,  Hà Nội,Mỹ phẩm,190000,2,Tiền mặt,3
DH00462,04/02/2025,KH0469,Cần Thơ,Đồ uống,30000,4,Tiền mặt,2
DH00463,05/02/2025,KH0397,Hà Nội,Mỹ phẩm,386000,4,Chuyển khoản,3
DH00464,05/02/2025,KH0014,Hồ Chí Minh,Đồ uống,43000,7,Ví điện tử,5
DH00465,05/02/2025,KH0022,Cần Thơ,Đồ uống,23000,6,Tiền mặt,4
DH00466,05/02/2025,KH0355,Hà Nội,Đồ uống,15000,4,Chuyển khoản,3
DH00467,05/02/2025,KH0408, cần thơ  ,Mỹ phẩm,395000,1,Tiền mặt,4
DH00468,05/02/2025,KH0465,Hồ Chí Minh,Mỹ phẩm,339000,2,Tiền mặt,3
DH00469,06/02/2025,KH0135,Hà Nội,Đồ uống,31000,2,Ví điện tử,3
DH00470,06/02/2025,KH0417,Đà Nẵng,Thực phẩm,127000,5,Chuyển khoản,3
DH00471,06/02/2025,KH0238,Hà Nội,Đồ uống,16000,3,Chuyển khoản,3
DH00472,06/02/2025,KH0545,Huế,Thực phẩm,34000,1,Tiền mặt,4
DH00473,06/02/2025,KH0404,Cần Thơ,Đồ uống,19000,4,Tiền mặt,3
DH00474,06/02/2025,KH0173,Hà Nội ,Thực phẩm,21000,4,Tiền mặt,4
DH00475,06/02/2025,KH0126,Hà Nội,Thực phẩm,53000,2,Tiền mặt,3
DH00476,06/02/2025,KH0099,Huế,Đồ uống,31000,5,Tiền mặt,5
DH00477,06/02/2025,KH0073,Huế,Thực phẩm,74000,3,Tiền mặt,5
DH00478,06/02/2025,KH0351,Hồ Chí Minh,Đồ uống,34000,4,Ví điện tử,3
DH00479,07/02/2025,KH0499,Hồ Chí Minh,Văn phòng phẩm,13000,5,Ví điện tử,
DH00480,07/02/2025,KH0236,Hà Nội,Văn phòng phẩm,17000,4,Ví điện tử,5
DH00481,07/02/2025,KH0318,Hồ Chí Minh,Thực phẩm,73000,3,Chuyển khoản,3
DH00482,07/02/2025,KH0196,  Hà Nội,Mỹ phẩm,134000,4,Ví điện tử,
DH00483,07/02/2025,KH0041,Huế,Đồ uống,42000,6,Tiền mặt,4
DH00484,08/02/2025,KH0353,Hà Nội,Thực phẩm,95000,3,Chuyển khoản,
DH00485,08/02/2025,KH0050,Hồ Chí Minh,Mỹ phẩm,194000,7,Chuyển khoản,3
DH00486,08/02/2025,KH0379,HÀ NỘI,Mỹ phẩm,188000,1,Chuyển khoản,5
DH00487,08/02/2025,KH0489,Huế,Thực phẩm,95000,3,Tiền mặt,4
DH00488,08/02/2025,KH0168,Hồ Chí Minh,Đồ uống,22000,,Ví điện tử,
DH00489,08/02/2025,KH0377,Hồ Chí Minh,Mỹ phẩm,191000,4,Chuyển khoản,5
DH00490,08/02/2025,KH0189,Đà Nẵng,Thực phẩm,92000,3,Ví điện tử,5
DH00491,08/02/2025,KH0309,Hà Nội ,Đồ uống,42000,5,Chuyển khoản,5
DH00492,08/02/2025,KH0417,Đà Nẵng,Thực phẩm,92000,5,Ví điện tử,4
DH00493,08/02/2025,KH0050,Hồ Chí Minh,Thực phẩm,125000,3,Tiền mặt,2
DH00494,08/02/2025,,Hồ Chí Minh,Mỹ phẩm,132000,4,Tiền mặt,
DH00495,08/02/2025,KH0414,Hồ Chí Minh,Văn phòng phẩm,29000,1,Tiền mặt,
DH00496,08/02/2025,KH0064,Huế,Đồ uống,28000,2,Chuyển khoản,4
DH00497,08/02/2025,KH0526,Hà Nội,Văn phòng phẩm,60000,6,Tiền mặt,4
DH00498,08/02/2025,KH0082,Hồ Chí Minh,Mỹ phẩm,212000,1,Ví điện tử,4
DH00499,08/02/2025,KH0464,Hà Nội,Gia dụng,300000,2,Ví điện tử,3
DH00500,09/02/2025,KH0257,HUẾ,Gia dụng,304000,2,Tiền mặt,
DH00501,09/02/2025,KH0392,Hà Nội,Mỹ phẩm,223000,1,Chuyển khoản,
DH00502,09/02/2025,KH0420,Hà Nội,Mỹ phẩm,371000,3,Ví điện tử,5
DH00503,09/02/2025,KH0227,Đà Nẵng,Gia dụng,421000,500,Ví điện tử,5
DH00504,09/02/2025,KH0305,Hà Nội,Đồ uống,19000,5,Chuyển khoản,1
DH00505,09/02/2025,KH0456,Hà Nội,Thực phẩm,85000,3,Chuyển khoản,3
DH00506,09/02/2025,KH0318,Hồ Chí Minh,Đồ uống,40000,6,Tiền mặt,3
DH00507,09/02/2025,KH0177,Hà Nội,Đồ uống,17000,2,Ví điện tử,3
DH00508,09/02/2025,KH0093,Hà Nội,Thực phẩm,145000,4,Chuyển khoản,3
DH00509,09/02/2025,KH0174,Hồ Chí Minh,Gia dụng,345000,1,Ví điện tử,5
DH00510,09/02/2025,KH0159,Hồ Chí Minh,Đồ uống,18000,4,Chuyển khoản,3
DH00511,09/02/2025,KH0305,Đà Nẵng,Văn phòng phẩm,58000,2,Tiền mặt,4
DH00512,09/02/2025,KH0381,Hồ Chí Minh,Gia dụng,405000,1,Chuyển khoản,5
DH00513,09/02/2025,KH0511,HỒ CHÍ MINH,Thực phẩm,121000,3,Ví điện tử,4
DH00514,10/02/2025,KH0081,Hà Nội,Thực phẩm,93000,2,Ví điện tử,3
DH00515,10/02/2025,KH0442,hồ chí minh,Văn phòng phẩm,58000,2,Tiền mặt,
DH00516,10/02/2025,KH0246,Đà Nẵng,Gia dụng,249000,1,Tiền mặt,2
DH00517,10/02/2025,KH0336,Hồ Chí Minh,Mỹ phẩm,153000,5,Ví điện tử,4
DH00518,10/02/2025,KH0370,Cần Thơ,Đồ uống,33000,3,Tiền mặt,3
DH00519,10/02/2025,KH0403,Hà Nội,Đồ uống,26000,3,Ví điện tử,3
DH00520,10/02/2025,KH0006,Huế,Đồ uống,25000,6,Ví điện tử,5
DH00521,10/02/2025,KH0086,Hồ Chí Minh,Đồ uống,20000,5,Tiền mặt,5
DH00522,10/02/2025,KH0489,Huế,Mỹ phẩm,195000,2,Tiền mặt,5
DH00523,11/02/2025,KH0102,Đà Nẵng,Gia dụng,91000,1,Tiền mặt,4
DH00524,11/02/2025,,Hà Nội,Thực phẩm,27000,3,Ví điện tử,
DH00525,11/02/2025,KH0320,Hà Nội,Thực phẩm,124000,8,Tiền mặt,5
DH00526,11/02/2025,KH0171,Hồ Chí Minh,Thực phẩm,143000,3,Ví điện tử,5
DH00527,11/02/2025,KH0203,Hồ Chí Minh,Mỹ phẩm,310000,3,Chuyển khoản,4
DH00528,11/02/2025,KH0418,Hà Nội,Văn phòng phẩm,12000,2,Chuyển khoản,5
DH00529,11/02/2025,KH0466,Đà Nẵng,Văn phòng phẩm,16000,4,Ví điện tử,5
DH00530,11/02/2025,KH0470,Hồ Chí Minh,Văn phòng phẩm,21000,4,Ví điện tử,4
DH00531,11/02/2025,KH0115,Hồ Chí Minh,Đồ uống,32000,3,Ví điện tử,
DH00532,11/02/2025,KH0345,Hồ Chí Minh,Gia dụng,284000,1,Chuyển khoản,4
DH00533,11/02/2025,KH0296,Huế,Thực phẩm,122000,3,Chuyển khoản,4
DH00534,11/02/2025,KH0166,Hồ Chí Minh,Văn phòng phẩm,8000,6,Chuyển khoản,1
DH00534,11/02/2025,KH0166,Hồ Chí Minh,Văn phòng phẩm,8000,6,Chuyển khoản,1
DH00535,11/02/2025,KH0014,Hà Nội,Đồ uống,17000,6,Chuyển khoản,4
DH00536,12/02/2025,KH0003,Hồ Chí Minh,Mỹ phẩm,181000,2,Ví điện tử,
DH00537,12/02/2025,KH0384,Cần Thơ,Mỹ phẩm,155000,1,Chuyển khoản,
DH00538,12/02/2025,KH0362,Hồ Chí Minh,Thực phẩm,114000,6,Chuyển khoản,5
DH00539,12/02/2025,KH0395,  Hồ Chí Minh,Văn phòng phẩm,21000,1,Tiền mặt,3
DH00540,12/02/2025,KH0346,Cần Thơ,Đồ uống,43000,4,Tiền mặt,1
DH00541,12/02/2025,KH0354,Huế,Mỹ phẩm,212000,2,Chuyển khoản,2
DH00542,12/02/2025,KH0174,Đà Nẵng,Mỹ phẩm,318000,2,Tiền mặt,
DH00543,12/02/2025,KH0482,Cần Thơ,Gia dụng,354000,4,Tiền mặt,5
DH00544,13/02/2025,KH0414,Cần Thơ,Văn phòng phẩm,56000,2,Chuyển khoản,2
DH00545,13/02/2025,KH0101,  Hà Nội,Mỹ phẩm,384000,7,Ví điện tử,
DH00546,13/02/2025,KH0286,Hà Nội,Mỹ phẩm,364000,4,Chuyển khoản,4
DH00547,13/02/2025,KH0272,Hà Nội,Thực phẩm,116000,1,Chuyển khoản,2
DH00548,13/02/2025,KH0320,Cần Thơ,Đồ uống,40000,6,Ví điện tử,2
DH00549,13/02/2025,KH0022,  Hà Nội,Đồ uống,39000,5,Ví điện tử,
DH00550,14/02/2025,KH0117, đà nẵng  ,Mỹ phẩm,117000,3,Chuyển khoản,2
DH00551,14/02/2025,KH0498,Hà Nội,Thực phẩm,68000,5,Ví điện tử,5
DH00552,14/02/2025,KH0380,Đà Nẵng,Đồ uống,14000,5,Ví điện tử,5
DH00553,14/02/2025,KH0364,Đà Nẵng,Đồ uống,40000,4,Tiền mặt,3
DH00554,14/02/2025,KH0311,Cần Thơ,Thực phẩm,33000,2,Tiền mặt,
DH00555,14/02/2025,KH0480,đà nẵng,Văn phòng phẩm,7000,1,Ví điện tử,
DH00556,14/02/2025,KH0456,Hà Nội,Đồ uống,22000,4,Tiền mặt,4
DH00557,14/02/2025,KH0471,Cần Thơ,Thực phẩm,148000,3,Tiền mặt,2
DH00558,14/02/2025,KH0238,Hồ Chí Minh,Văn phòng phẩm,55000,6,Chuyển khoản,5
DH00559,14/02/2025,KH0176,Huế,Đồ uống,25000,4,Chuyển khoản,
DH00560,14/02/2025,KH0213,Hồ Chí Minh,Đồ uống,15000,5,Chuyển khoản,3
DH00561,14/02/2025,KH0162,Hà Nội,Đồ uống,26000,4,Chuyển khoản,5
DH00562,15/02/2025,KH0139,Hà Nội,Mỹ phẩm,143000,2,Ví điện tử,
